Year,Team,Own,Opp
1993,KCA,0,5
1993,MIL,7,6
1993,MIL,4,3
1993,OAK,4,13
1993,SEA,7,6
1993,TEX,5,4
1993,ATL,7,9
1993,FLO,7,4
1993,LAN,2,3
1993,MON,3,1
1993,NYN,3,2
1993,PHI,5,8
1993,PIT,6,10
1993,CHA,4,1
1993,CLE,8,4
1993,KCA,1,2
1993,MIL,2,6
1993,OAK,3,5
1993,SEA,2,1
1993,TEX,11,1
1993,ATL,5,1
1993,LAN,3,4
1993,MON,7,3
1993,NYN,5,7
1993,PHI,5,9
1993,PIT,3,5
1993,CHA,13,5
1993,CLE,8,14
1993,KCA,5,4
1993,MIL,1,6
1993,OAK,7,3
1993,SEA,2,6
1993,TEX,3,6
1993,ATL,8,2
1993,FLO,3,9
1993,LAN,8,3
1993,MON,3,2
1993,NYN,1,6
1993,PHI,12,0
1993,PIT,7,4
1993,PIT,0,11
1993,BOS,7,3
1993,CHA,4,1
1993,MIL,2,1
1993,OAK,2,4
1993,SEA,2,13
1993,CHN,10,6
1993,COL,1,6
1993,FLO,1,5
1993,NYN,5,4
1993,SLN,3,10
1993,BOS,1,8
1993,CAL,2,8
1993,MIL,5,6
1993,MIN,5,4
1993,NYA,3,11
1993,OAK,2,3
1993,SEA,5,4
1993,ATL,8,2
1993,CHN,0,7
1993,COL,3,14
1993,FLO,2,1
1993,NYN,2,10
1993,PIT,6,2
1993,SLN,7,6
1993,BOS,7,9
1993,CAL,1,5
1993,MIL,7,1
1993,MIN,7,12
1993,NYA,3,5
1993,OAK,3,8
1993,SEA,9,3
1993,ATL,2,3
1993,CHN,1,4
1993,COL,3,11
1993,FLO,5,13
1993,NYN,2,3
1993,PIT,5,1
1993,SLN,7,4
1993,CAL,3,4
1993,MIN,3,4
1993,NYA,7,1
1993,SEA,8,1
1993,ATL,5,3
1993,CHN,3,8
1993,FLO,8,2
1993,PIT,0,4
1993,BOS,1,5
1993,CAL,4,1
1993,DET,6,8
1993,MIN,9,5
1993,NYA,3,7
1993,OAK,4,5
1993,SEA,4,7
1993,ATL,7,3
1993,CHN,4,3
1993,CIN,2,14
1993,COL,7,6
1993,FLO,4,5
1993,HOU,0,3
1993,SLN,1,6
1993,BOS,2,4
1993,CAL,4,2
1993,DET,2,11
1993,MIN,4,6
1993,NYA,4,0
1993,OAK,3,6
1993,SEA,6,1
1993,ATL,3,2
1993,CHN,9,8
1993,CIN,6,5
1993,COL,10,4
1993,FLO,4,9
1993,HOU,5,7
1993,SLN,1,3
1993,BOS,2,5
1993,CAL,5,1
1993,DET,3,5
1993,MIN,8,3
1993,NYA,7,2
1993,OAK,2,9
1993,SEA,3,2
1993,ATL,3,2
1993,CHN,2,1
1993,CIN,3,5
1993,COL,4,1
1993,FLO,4,3
1993,HOU,7,1
1993,SLN,7,6
1993,BAL,5,1
1993,CHA,1,3
1993,KCA,2,3
1993,TEX,8,5
1993,HOU,7,2
1993,LAN,2,1
1993,MON,4,3
1993,PHI,6,7
1993,SDN,0,2
1993,SFN,4,1
1993,BAL,2,3
1993,CHA,3,4
1993,CLE,0,6
1993,DET,10,6
1993,TEX,5,4
1993,TOR,7,11
1993,CIN,14,13
1993,CIN,2,15
1993,HOU,4,3
1993,LAN,0,1
1993,MON,4,3
1993,PHI,4,5
1993,SDN,6,4
1993,SFN,3,4
1993,BAL,6,3
1993,CHA,8,1
1993,CLE,15,8
1993,DET,4,2
1993,KCA,1,2
1993,TEX,4,1
1993,TOR,1,2
1993,CIN,6,2
1993,HOU,7,1
1993,LAN,2,8
1993,MON,6,1
1993,PHI,5,8
1993,SDN,3,2
1993,CLE,3,5
1993,DET,0,6
1993,TOR,4,7
1993,LAN,6,5
1993,PHI,10,8
1993,PIT,7,10
1993,SDN,0,1
1993,SFN,4,9
1993,BAL,9,12
1993,CHA,0,4
1993,CLE,7,4
1993,CLE,4,5
1993,KCA,6,5
1993,MIL,3,10
1993,TEX,4,3
1993,TEX,3,2
1993,TOR,10,4
1993,LAN,1,2
1993,MON,4,3
1993,NYN,10,12
1993,PHI,6,2
1993,PIT,8,9
1993,SDN,2,3
1993,SFN,2,6
1993,BAL,3,1
1993,CHA,3,1
1993,CLE,9,3
1993,KCA,5,12
1993,MIL,3,7
1993,TEX,7,4
1993,TOR,9,5
1993,LAN,2,3
1993,MON,4,2
1993,NYN,3,4
1993,PHI,1,4
1993,PIT,2,3
1993,SDN,1,13
1993,SFN,1,3
1993,BAL,14,5
1993,CHA,3,6
1993,CLE,1,11
1993,KCA,10,2
1993,MIL,4,5
1993,TEX,2,4
1993,TOR,4,1
1993,LAN,1,0
1993,MON,3,2
1993,NYN,5,0
1993,PHI,2,9
1993,PIT,4,3
1993,SDN,5,4
1993,SFN,2,4
1993,BOS,6,4
1993,CAL,1,10
1993,KCA,9,0
1993,MIL,1,3
1993,MIN,2,7
1993,TEX,12,1
1993,NYN,0,5
1993,SDN,4,3
1993,SFN,5,6
1993,BOS,3,11
1993,CAL,9,2
1993,DET,5,9
1993,KCA,3,8
1993,MIL,5,12
1993,MIN,3,8
1993,TEX,0,2
1993,ATL,10,3
1993,COL,9,4
1993,COL,6,5
1993,FLO,0,1
1993,NYN,5,4
1993,SDN,3,5
1993,SFN,1,8
1993,SLN,9,12
1993,BOS,6,5
1993,CAL,15,1
1993,DET,8,14
1993,KCA,6,10
1993,MIL,15,5
1993,MIN,2,15
1993,TEX,7,4
1993,ATL,7,6
1993,COL,6,4
1993,FLO,1,8
1993,NYN,3,6
1993,SDN,4,5
1993,SFN,1,3
1993,SLN,5,4
1993,MIN,5,4
1993,NYA,4,6
1993,SEA,14,1
1993,ATL,3,2
1993,COL,6,3
1993,FLO,0,10
1993,SLN,3,4
1993,CAL,2,1
1993,DET,1,3
1993,MIL,2,0
1993,MIN,2,4
1993,NYA,5,4
1993,OAK,0,8
1993,SEA,3,6
1993,ATL,2,1
1993,CHN,0,2
1993,CIN,0,13
1993,COL,12,3
1993,HOU,3,0
1993,MON,8,7
1993,SLN,1,2
1993,CAL,2,9
1993,DET,7,6
1993,MIL,3,0
1993,MIN,1,5
1993,NYA,4,3
1993,OAK,3,2
1993,SEA,0,1
1993,ATL,2,3
1993,CHN,6,5
1993,CIN,1,6
1993,COL,0,9
1993,HOU,4,2
1993,MON,4,5
1993,SLN,8,1
1993,CAL,9,8
1993,DET,2,12
1993,MIL,4,8
1993,MIN,0,10
1993,NYA,3,8
1993,OAK,1,3
1993,SEA,4,1
1993,ATL,11,2
1993,CHN,1,2
1993,CIN,3,7
1993,COL,8,5
1993,HOU,3,6
1993,MON,6,5
1993,SLN,7,6
1993,CAL,2,10
1993,CLE,6,4
1993,DET,6,3
1993,OAK,2,1
1993,SEA,1,2
1993,CHN,6,5
1993,CIN,2,5
1993,COL,7,11
1993,HOU,2,7
1993,PHI,7,1
1993,PIT,6,2
1993,CAL,8,0
1993,CLE,6,7
1993,DET,4,7
1993,NYA,4,5
1993,OAK,9,6
1993,SEA,8,0
1993,TOR,5,0
1993,CHN,13,3
1993,CIN,3,5
1993,COL,15,4
1993,HOU,6,0
1993,MON,5,18
1993,PHI,5,3
1993,PIT,3,4
1993,CAL,0,1
1993,CLE,4,2
1993,DET,8,4
1993,NYA,2,5
1993,OAK,2,3
1993,SEA,7,4
1993,TOR,5,7
1993,CHN,11,9
1993,CIN,1,3
1993,COL,11,4
1993,HOU,0,1
1993,MON,6,1
1993,PHI,2,1
1993,PIT,5,6
1993,CAL,1,7
1993,OAK,2,1
1993,TOR,5,1
1993,CIN,11,2
1993,HOU,0,7
1993,MON,3,6
1993,BAL,0,2
1993,BOS,7,4
1993,CHA,5,4
1993,CLE,8,11
1993,KCA,7,2
1993,SEA,3,5
1993,TOR,7,3
1993,COL,9,2
1993,FLO,5,9
1993,LAN,6,3
1993,NYN,3,6
1993,PHI,3,0
1993,PIT,3,8
1993,SFN,4,3
1993,BOS,7,9
1993,CLE,6,2
1993,KCA,2,6
1993,SEA,2,7
1993,TOR,3,1
1993,COL,0,6
1993,FLO,2,1
1993,LAN,4,12
1993,NYN,1,4
1993,PHI,7,9
1993,SFN,3,1
1993,BAL,4,9
1993,BAL,5,6
1993,BOS,2,5
1993,CHA,5,3
1993,CHA,2,3
1993,CLE,6,4
1993,KCA,9,8
1993,SEA,2,3
1993,TOR,3,7
1993,COL,12,7
1993,FLO,7,10
1993,LAN,4,5
1993,NYN,9,3
1993,PHI,2,7
1993,PIT,5,1
1993,PIT,1,0
1993,SFN,5,2
1993,BAL,1,9
1993,CHA,4,2
1993,KCA,6,5
1993,MIL,0,2
1993,MIN,11,3
1993,FLO,3,1
1993,LAN,3,7
1993,NYN,3,4
1993,PIT,4,6
1993,SFN,8,4
1993,BAL,9,1
1993,BOS,11,6
1993,BOS,6,7
1993,CHA,2,5
1993,KCA,2,3
1993,MIL,4,6
1993,MIN,2,1
1993,TEX,2,0
1993,TEX,3,10
1993,ATL,2,5
1993,FLO,2,3
1993,LAN,6,5
1993,NYN,6,1
1993,PIT,7,10
1993,SDN,11,4
1993,SFN,6,4
1993,BAL,3,8
1993,BOS,7,8
1993,CHA,3,2
1993,KCA,3,2
1993,MIL,6,9
1993,MIN,3,2
1993,TEX,11,6
1993,ATL,6,3
1993,FLO,1,7
1993,LAN,1,6
1993,NYN,1,0
1993,PIT,9,1
1993,SDN,0,8
1993,SFN,3,5
1993,BAL,2,6
1993,BOS,4,7
1993,CHA,1,2
1993,MIN,4,3
1993,TEX,6,2
1993,ATL,8,10
1993,FLO,3,5
1993,LAN,1,3
1993,NYN,3,2
1993,PIT,5,0
1993,BAL,7,2
1993,BOS,4,8
1993,CLE,2,4
1993,MIN,2,8
1993,NYA,9,6
1993,OAK,7,2
1993,TEX,2,0
1993,ATL,7,4
1993,CIN,0,2
1993,FLO,1,4
1993,LAN,7,8
1993,MON,6,3
1993,SDN,5,8
1993,SLN,2,4
1993,BAL,8,4
1993,BOS,5,8
1993,CLE,2,4
1993,MIN,3,7
1993,NYA,1,4
1993,OAK,2,6
1993,TEX,4,7
1993,ATL,10,1
1993,CIN,1,3
1993,FLO,1,7
1993,LAN,3,5
1993,MON,2,4
1993,SDN,7,3
1993,SLN,5,4
1993,BAL,6,11
1993,BOS,3,6
1993,CLE,0,4
1993,MIN,7,2
1993,NYA,2,1
1993,OAK,3,7
1993,TEX,1,4
1993,ATL,5,3
1993,CIN,7,4
1993,FLO,2,9
1993,LAN,12,1
1993,MON,3,1
1993,SDN,1,4
1993,SLN,2,0
1992,BAL,2,0
1992,DET,2,4
1992,MIL,2,4
1992,OAK,5,3
1992,SEA,10,12
1992,CIN,3,4
1992,LAN,1,8
1992,PIT,2,0
1992,SLN,2,4
1992,CAL,4,10
1992,NYA,4,3
1992,SEA,0,4
1992,CIN,4,2
1992,HOU,0,2
1992,LAN,3,0
1992,PHI,3,4
1992,SLN,9,2
1992,BAL,0,4
1992,CAL,3,4
1992,DET,9,10
1992,MIL,9,5
1992,OAK,4,3
1992,SEA,1,13
1992,CIN,1,2
1992,HOU,1,3
1992,PHI,11,3
1992,PIT,4,2
1992,SLN,15,7
1992,BAL,2,0
1992,CAL,6,7
1992,DET,1,3
1992,MIL,1,3
1992,NYA,3,2
1992,OAK,5,2
1992,SEA,1,9
1992,ATL,4,11
1992,HOU,6,5
1992,PHI,7,1
1992,PIT,3,8
1992,SDN,3,6
1992,SLN,1,7
1992,CAL,4,5
1992,DET,3,7
1992,MIN,7,1
1992,OAK,6,5
1992,SEA,9,3
1992,TOR,4,3
1992,ATL,5,3
1992,CHN,1,2
1992,HOU,5,8
1992,NYN,0,4
1992,PHI,2,3
1992,SDN,8,3
1992,CAL,4,1
1992,CLE,5,7
1992,DET,1,8
1992,MIN,8,10
1992,OAK,7,6
1992,SEA,1,0
1992,TOR,7,2
1992,ATL,0,3
1992,CHN,5,1
1992,HOU,2,1
1992,NYN,2,9
1992,PHI,7,4
1992,SDN,3,2
1992,CAL,13,9
1992,CLE,2,1
1992,CLE,0,3
1992,DET,1,5
1992,MIN,3,4
1992,OAK,4,6
1992,SEA,2,1
1992,TOR,3,1
1992,ATL,6,2
1992,CHN,4,2
1992,HOU,4,5
1992,NYN,2,8
1992,PHI,1,6
1992,SDN,5,4
1992,BOS,6,8
1992,CHA,1,0
1992,CLE,5,7
1992,KCA,1,6
1992,TEX,0,3
1992,TOR,2,5
1992,CIN,5,4
1992,HOU,8,3
1992,MON,3,2
1992,NYN,2,3
1992,CLE,8,7
1992,KCA,3,1
1992,MIN,1,11
1992,TEX,1,8
1992,TOR,12,6
1992,CIN,5,4
1992,HOU,2,6
1992,MON,1,3
1992,NYN,8,5
1992,PIT,3,2
1992,SFN,0,4
1992,BOS,6,5
1992,CHA,0,6
1992,CLE,1,8
1992,KCA,6,10
1992,MIN,4,7
1992,TEX,3,2
1992,TOR,2,0
1992,CIN,3,1
1992,HOU,5,4
1992,MON,2,4
1992,NYN,7,2
1992,PIT,7,2
1992,SFN,3,5
1992,CHA,5,4
1992,CLE,4,13
1992,KCA,0,1
1992,TEX,2,3
1992,TOR,7,6
1992,LAN,0,3
1992,SFN,6,1
1992,BAL,8,0
1992,BOS,1,0
1992,CHA,0,7
1992,KCA,1,8
1992,MIL,5,1
1992,NYA,1,11
1992,TEX,6,5
1992,HOU,3,1
1992,LAN,7,5
1992,MON,2,10
1992,PIT,7,4
1992,SFN,7,3
1992,BAL,6,1
1992,BOS,1,2
1992,CHA,4,3
1992,KCA,3,5
1992,MIL,3,5
1992,NYA,14,0
1992,TEX,3,5
1992,HOU,4,2
1992,LAN,7,3
1992,MON,8,6
1992,PIT,9,2
1992,SFN,7,3
1992,SLN,4,5
1992,BAL,3,2
1992,BOS,5,4
1992,CHA,4,1
1992,MIL,9,12
1992,NYA,5,3
1992,TEX,6,4
1992,HOU,1,0
1992,LAN,4,2
1992,MON,6,11
1992,PIT,11,0
1992,SFN,8,2
1992,SLN,4,3
1992,BAL,12,4
1992,BOS,4,6
1992,NYA,1,3
1992,OAK,4,3
1992,SEA,2,0
1992,CHN,8,3
1992,HOU,3,2
1992,LAN,6,0
1992,MON,1,11
1992,SDN,4,10
1992,CHA,3,4
1992,KCA,4,10
1992,MIL,1,3
1992,OAK,2,3
1992,SEA,2,5
1992,TEX,2,4
1992,TOR,2,1
1992,CHN,5,7
1992,HOU,2,6
1992,LAN,3,4
1992,MON,7,8
1992,NYN,4,2
1992,SDN,4,2
1992,CHA,3,4
1992,KCA,1,2
1992,OAK,10,4
1992,SEA,1,8
1992,TEX,8,12
1992,TOR,2,7
1992,CHN,9,5
1992,HOU,3,1
1992,LAN,3,4
1992,MON,0,2
1992,NYN,3,2
1992,SDN,9,4
1992,KCA,1,8
1992,MIL,3,2
1992,SEA,3,2
1992,TEX,5,11
1992,TOR,13,8
1992,CHN,2,8
1992,MON,6,3
1992,NYN,1,0
1992,BOS,3,1
1992,CAL,2,7
1992,CLE,0,5
1992,DET,1,9
1992,MIN,6,5
1992,NYA,5,0
1992,TOR,4,3
1992,ATL,2,4
1992,CHN,2,3
1992,PHI,4,3
1992,SDN,6,7
1992,SFN,3,5
1992,SLN,4,3
1992,CAL,6,10
1992,MIN,4,8
1992,NYA,2,9
1992,TOR,6,4
1992,ATL,2,0
1992,CHN,0,1
1992,PHI,2,3
1992,SDN,5,11
1992,SFN,6,7
1992,SLN,2,1
1992,BOS,1,3
1992,BOS,2,4
1992,CAL,7,5
1992,CLE,4,9
1992,CLE,3,1
1992,DET,6,7
1992,MIN,8,4
1992,NYA,3,1
1992,TOR,0,9
1992,ATL,3,2
1992,CHN,5,4
1992,PHI,5,4
1992,SDN,2,1
1992,SFN,5,4
1992,SLN,0,6
1992,MIN,4,1
1992,NYA,8,7
1992,ATL,5,0
1992,LAN,4,5
1992,SDN,9,12
1992,SFN,2,1
1992,BOS,6,3
1992,CLE,1,3
1992,DET,4,1
1992,MIL,2,3
1992,MIN,5,10
1992,NYA,0,1
1992,TOR,5,9
1992,ATL,1,0
1992,CIN,3,2
1992,LAN,1,2
1992,NYN,4,0
1992,SDN,7,6
1992,SFN,2,1
1992,BOS,6,1
1992,CLE,5,2
1992,MIL,5,3
1992,MIN,4,5
1992,NYA,1,5
1992,TOR,1,0
1992,ATL,8,0
1992,CIN,0,4
1992,LAN,3,7
1992,NYN,1,0
1992,SDN,7,2
1992,SFN,1,2
1992,CHA,12,1
1992,CLE,5,8
1992,DET,6,10
1992,MIL,3,2
1992,NYN,4,3
1992,SDN,3,9
1992,SFN,9,3
1992,BAL,15,1
1992,BOS,6,5
1992,CHA,4,8
1992,CLE,5,7
1992,DET,6,7
1992,MIL,4,3
1992,NYA,5,3
1992,ATL,7,8
1992,CIN,4,0
1992,HOU,10,4
1992,SDN,7,5
1992,BAL,4,2
1992,BOS,7,6
1992,CHA,1,4
1992,CLE,3,2
1992,DET,5,3
1992,MIL,5,4
1992,NYA,6,7
1992,ATL,3,0
1992,CIN,3,10
1992,HOU,0,6
1992,SDN,0,3
1992,SFN,2,1
1992,BAL,8,6
1992,BOS,2,5
1992,CHA,5,3
1992,CLE,3,6
1992,DET,8,4
1992,MIL,1,4
1992,NYA,2,4
1992,ATL,0,7
1992,CIN,7,1
1992,HOU,1,0
1992,SDN,1,7
1992,SFN,3,12
1992,BAL,8,5
1992,BOS,1,6
1992,CHA,7,0
1992,CLE,6,11
1992,DET,6,2
1992,OAK,3,7
1992,SEA,5,7
1992,CHN,1,6
1992,HOU,1,5
1992,PIT,12,5
1992,BAL,3,5
1992,BOS,4,1
1992,CHA,12,2
1992,CLE,8,6
1992,DET,2,1
1992,OAK,1,5
1992,SEA,7,4
1992,CHN,4,3
1992,HOU,5,4
1992,MON,5,2
1992,PHI,6,2
1992,PIT,5,2
1992,SLN,7,5
1992,BAL,6,2
1992,CAL,3,2
1992,CHA,7,5
1992,KCA,3,1
1992,OAK,5,2
1992,SEA,4,12
1992,TEX,2,7
1992,CHN,8,4
1992,CIN,5,3
1992,MON,4,3
1992,PHI,1,3
1992,PIT,4,3
1992,SLN,5,4
1992,BAL,5,4
1992,CAL,6,0
1992,CHA,7,6
1992,KCA,6,4
1992,OAK,6,2
1992,SEA,7,8
1992,TEX,7,8
1992,CHN,9,2
1992,CIN,4,2
1992,PIT,2,4
1992,SLN,0,2
1992,BAL,3,4
1992,CAL,4,1
1992,KCA,2,1
1992,MIN,7,4
1992,OAK,8,6
1992,SEA,6,7
1992,TEX,3,2
1992,CHN,7,10
1992,MON,3,6
1992,NYN,4,3
1992,PHI,5,6
1992,PIT,6,3
1992,SLN,1,2
1992,BAL,5,2
1992,CAL,2,1
1992,KCA,0,5
1992,MIN,10,5
1992,OAK,5,3
1992,SEA,0,13
1992,TEX,5,4
1992,CHN,3,1
1992,MON,9,3
1992,NYN,5,2
1992,PHI,1,5
1992,PIT,3,0
1992,SLN,12,11
1992,BAL,2,5
1992,CAL,1,4
1992,KCA,6,10
1992,MIN,10,6
1992,OAK,5,2
1992,SEA,6,2
1992,TEX,2,6
1992,CHN,0,6
1992,MON,3,8
1992,NYN,3,0
1992,PHI,9,3
1992,PIT,4,6
1992,SLN,6,5
1992,HOU,2,1
1992,MON,6,5
1992,NYN,2,4
1992,PHI,7,8
1992,SLN,8,3
1992,CAL,2,4
1992,KCA,3,0
1992,MIL,6,2
1992,MIN,6,3
1992,NYA,3,1
1992,TEX,1,5
1992,TOR,3,0
1992,ATL,4,2
1992,HOU,2,3
1992,MON,0,2
1992,NYN,7,3
1992,PHI,5,7
1992,SLN,6,4
1992,CAL,7,5
1992,KCA,5,3
1992,MIL,0,1
1992,MIN,4,3
1992,NYA,12,4
1992,TEX,2,4
1992,TOR,4,3
1992,ATL,10,11
1992,HOU,3,8
1992,MON,5,1
1992,NYN,0,7
1992,PHI,3,5
1992,SLN,4,2
1992,TOR,5,4
1992,ATL,3,4
1992,BOS,3,0
1992,CHA,0,2
1992,CLE,5,0
1992,KCA,2,8
1992,MIL,7,3
1992,NYA,3,2
1992,TOR,1,2
1992,ATL,4,2
1992,CIN,0,8
1992,HOU,5,7
1992,LAN,1,4
1992,PIT,2,9
1992,SFN,3,5
1992,BOS,3,0
1992,CHA,2,7
1992,CLE,6,8
1992,KCA,2,7
1992,MIL,5,4
1992,NYA,3,6
1992,TOR,6,7
1992,ATL,1,7
1992,CIN,6,5
1992,HOU,3,2
1992,LAN,2,0
1992,PIT,9,10
1992,SFN,2,0
1992,BOS,1,3
1992,CHA,14,10
1992,CLE,5,9
1992,KCA,2,1
1992,MIL,1,2
1992,NYA,11,2
1992,TOR,2,3
1992,ATL,4,5
1992,CIN,4,5
1992,HOU,5,7
1992,LAN,6,3
1992,PIT,5,6
1992,SFN,3,4
1992,BAL,4,8
1992,BOS,3,2
1992,CHA,1,6
1992,CLE,2,3
1992,DET,1,9
1992,NYA,7,2
1992,TOR,2,6
1992,ATL,5,1
1992,LAN,0,3
1992,MON,1,2
1992,PHI,2,4
1992,SDN,3,0
1992,BAL,3,5
1992,BOS,7,5
1992,CHA,2,1
1992,CLE,7,8
1992,DET,3,0
1992,NYA,5,4
1992,TOR,1,7
1992,ATL,2,7
1992,LAN,5,2
1992,MON,4,7
1992,PHI,4,3
1992,SDN,0,8
1992,SFN,7,2
1992,BAL,2,4
1992,BOS,6,4
1992,CHA,2,7
1992,CLE,0,1
1992,DET,4,3
1992,NYA,3,2
1992,TOR,8,7
1992,ATL,6,3
1992,LAN,5,3
1992,MON,6,5
1992,PHI,2,1
1992,SDN,12,6
1992,SFN,3,1
1992,DET,3,7
1992,TEX,5,7
1992,SDN,3,8
1992,SFN,1,0
1992,BAL,5,3
1992,BOS,3,5
1992,CHA,2,6
1992,DET,6,3
1992,NYA,9,10
1992,SEA,2,1
1992,TEX,10,7
1992,LAN,4,6
1992,MON,7,1
1992,PHI,8,2
1992,SDN,2,0
1992,SFN,7,6
1992,SLN,1,3
1992,BAL,2,6
1992,BOS,5,1
1992,CHA,5,2
1992,DET,5,6
1992,NYA,4,5
1992,SEA,4,5
1992,TEX,4,2
1992,LAN,5,4
1992,MON,7,6
1992,PHI,0,10
1992,SDN,2,7
1992,SFN,3,6
1992,SLN,10,4
1992,BAL,6,4
1992,BOS,0,4
1992,CHA,8,1
1992,DET,0,15
1992,NYA,8,7
1992,SEA,5,4
1992,TEX,4,3
1992,LAN,4,2
1992,MON,1,2
1992,PHI,3,8
1992,SDN,4,6
1992,SFN,0,6
1992,SLN,4,3
1992,NYA,13,10
1992,OAK,6,10
1992,SEA,7,3
1992,MON,8,10
1992,NYN,0,3
1992,PHI,4,1
1992,SDN,7,6
1992,SLN,6,5
1992,CAL,1,4
1992,DET,8,1
1992,MIN,4,5
1992,OAK,0,1
1992,SEA,8,13
1992,TEX,6,5
1992,TOR,5,4
1992,CHN,2,3
1992,MON,4,9
1992,PHI,5,2
1992,SDN,6,3
1992,SLN,2,5
1992,CAL,3,4
1992,DET,11,2
1992,MIN,5,1
1992,OAK,2,4
1992,SEA,7,1
1992,TEX,4,3
1992,TOR,4,8
1992,CHN,2,6
1992,MON,8,5
1992,NYN,0,1
1992,PHI,3,9
1992,SDN,8,7
1992,SLN,2,9
1992,CAL,1,2
1992,DET,1,5
1992,TEX,4,2
1992,CHN,5,0
1992,CAL,2,14
1992,KCA,3,5
1992,MIL,8,3
1992,MIN,17,5
1992,OAK,5,3
1992,SEA,7,3
1992,TOR,3,0
1992,CHN,0,1
1992,CIN,3,2
1992,HOU,1,2
1992,NYN,1,5
1992,PIT,13,3
1992,SLN,1,2
1992,CAL,3,1
1992,KCA,8,2
1992,MIL,1,8
1992,MIN,7,5
1992,OAK,6,7
1992,SEA,3,0
1992,TOR,2,1
1992,CHN,2,3
1992,CIN,9,4
1992,HOU,5,4
1992,NYN,1,6
1992,PIT,3,2
1992,SLN,5,1
1992,CAL,3,4
1992,KCA,7,6
1992,MIL,2,1
1992,MIN,4,1
1992,OAK,2,4
1992,SEA,1,7
1992,TOR,3,2
1992,CHN,2,6
1992,CIN,2,6
1992,HOU,3,6
1992,PIT,3,5
1992,SLN,0,10
1992,CAL,2,8
1992,KCA,3,5
1992,MIL,6,2
1992,MIN,3,5
1992,OAK,10,7
1992,TEX,1,7
1992,ATL,7,6
1992,CHN,6,1
1992,HOU,1,7
1992,NYN,14,1
1992,PIT,6,8
1992,CAL,2,4
1992,CLE,4,3
1992,KCA,2,1
1992,MIL,5,4
1992,MIN,5,7
1992,OAK,5,4
1992,TEX,8,2
1992,ATL,5,3
1992,CHN,3,2
1992,CIN,2,1
1992,HOU,6,0
1992,NYN,4,3
1992,PIT,1,0
1992,CAL,4,3
1992,CLE,8,3
1992,KCA,3,1
1992,MIL,4,10
1992,MIN,11,3
1992,OAK,7,6
1992,TEX,4,3
1992,ATL,1,4
1992,CHN,1,5
1992,CIN,8,7
1992,HOU,5,3
1992,PIT,6,5
1992,CLE,3,10
1992,NYA,2,6
1992,TEX,12,15
1992,LAN,7,4
1992,PIT,7,2
1992,SFN,6,12
1992,BAL,1,0
1992,CHA,3,10
1992,KCA,6,4
1992,MIL,7,1
1992,TEX,5,4
1992,LAN,2,6
1992,MON,4,10
1992,MON,6,2
1992,PHI,7,5
1992,PIT,5,4
1992,SDN,2,3
1992,SFN,4,5
1992,BAL,3,4
1992,BOS,5,1
1992,BOS,1,3
1992,CHA,4,6
1992,KCA,4,3
1992,MIL,4,3
1992,NYA,2,6
1992,TEX,1,6
1992,LAN,4,5
1992,PHI,7,5
1992,PIT,1,15
1992,SDN,1,5
1992,SFN,12,6
1992,BAL,7,1
1992,BOS,4,0
1992,CHA,6,1
1992,KCA,4,1
1992,MIL,10,3
1992,NYA,6,5
1992,TEX,5,4
1992,LAN,1,0
1992,MON,3,2
1992,PHI,4,5
1992,PIT,3,0
1992,SDN,4,9
1992,SFN,3,0
1992,BAL,5,2
1992,CHA,5,1
1992,DET,9,2
1992,KCA,9,6
1992,MIL,6,2
1992,NYA,3,16
1992,TEX,14,3
1992,LAN,2,4
1992,MON,6,0
1992,PHI,7,0
1992,SDN,3,2
1992,SFN,1,4
1992,SLN,2,5
1992,SLN,4,6
1992,BAL,1,4
1992,CHA,4,2
1992,DET,1,6
1992,KCA,2,4
1992,MIL,1,6
1992,NYA,1,2
1992,TEX,1,2
1992,LAN,3,2
1992,MON,5,6
1992,PHI,3,5
1992,SDN,5,4
1992,SFN,2,3
1992,SLN,6,5
1992,BAL,3,1
1992,CHA,3,2
1992,DET,2,4
1992,KCA,7,6
1992,MIL,2,5
1992,NYA,3,10
1992,TEX,5,3
1992,LAN,1,2
1992,MON,8,2
1992,PHI,1,2
1992,SDN,5,1
1992,SFN,6,2
1992,SLN,2,4
1992,CHA,0,4
1992,DET,5,7
1992,TOR,4,0
1992,CAL,5,0
1992,CLE,3,0
1992,DET,0,6
1992,MIN,5,1
1992,OAK,6,5
1992,SEA,4,1
1992,TOR,0,5
1992,ATL,6,4
1992,CHN,5,2
1992,CIN,4,3
1992,HOU,2,3
1992,NYN,2,3
1992,SLN,5,8
1992,CAL,5,4
1992,CLE,1,4
1992,DET,15,1
1992,MIN,2,4
1992,OAK,7,1
1992,SEA,7,8
1992,TOR,3,5
1992,ATL,4,2
1992,CHN,4,3
1992,CIN,11,1
1992,HOU,4,1
1992,NYN,2,3
1992,SLN,4,1
1992,CAL,5,1
1992,CLE,3,4
1992,DET,7,4
1992,MIN,8,7
1992,OAK,6,1
1992,SEA,4,14
1992,TOR,6,2
1992,ATL,4,2
1992,CHN,5,1
1992,CIN,5,1
1992,HOU,15,7
1992,NYN,4,5
1992,SLN,5,2
1992,BOS,1,0
1992,CAL,2,5
1992,CLE,5,6
1992,MIN,0,7
1992,OAK,3,2
1992,SEA,4,1
1992,ATL,2,0
1992,CHN,7,1
1992,CIN,7,5
1992,HOU,1,7
