"","Team","Year","Own","Opp","SDOwn","SDOpp","Own.CBM","Opp.CBM","G","W","L","WP","P1","P2","Dif","P3","P4"
"28","ARI",2008,4.44444444444444,4.35802469135802,NA,NA,3.73684210526316,3.90909090909091,162,82,80,0.506172839506173,0.509226386462939,0.482826541555454,0.258668556914171,0.50001260482434,81.9169788548856
"29","ARI",2009,4.44444444444444,4.82716049382716,NA,NA,3.79411764705882,4.5,162,70,92,0.432098765432099,0.461260341944095,0.435315118387889,0.323166303558461,0.449052091187783,74.8810609577779
"30","ARI",2010,4.40123456790123,5.16049382716049,NA,NA,3.66666666666667,4.65384615384615,162,65,97,0.401234567901235,0.425765547141761,0.410096109657069,0.227920227920228,0.416182693858597,68.1044479670902
"31","ARI",2011,4.51234567901235,4.08641975308642,NA,NA,4.05882352941176,3.73333333333333,162,94,68,0.580246913580247,0.546457680795331,0.531825474745013,0.100435729847494,0.543216483405687,87.1814983009656
"32","ARI",2012,4.53086419753086,4.24691358024691,NA,NA,4.36363636363636,3.73076923076923,162,81,81,0.5,0.530376176599942,0.559454505076135,-0.348916515583182,0.542030279386676,82.7491965111423
"33","ARI",2013,4.22839506172839,4.29012345679012,NA,NA,3.60714285714286,3.76470588235294,162,81,81,0.5,0.493189795784595,0.48370630216605,0.0958346301483548,0.489197797548215,78.9426581447394
"34","ATL",1970,4.54320987654321,4.76543209876543,NA,NA,4.39285714285714,4.29166666666667,162,76,86,0.469135802469136,0.477574058572624,0.508883763677423,-0.323412698412699,0.487466118163371,79.6045943736268
"35","ATL",1971,3.96913580246914,4.31481481481481,NA,NA,3.5952380952381,3.83333333333333,162,82,80,0.506172839506173,0.460838813358391,0.475572573026588,-0.107583774250442,0.463162315754841,76.6277733407151
"36","ATL",1972,4.05161290322581,4.70967741935484,NA,NA,3.45945945945946,4.24137931034483,155,70,84,0.454545454545455,0.429742207216417,0.422931389332092,0.123855334756335,0.423736661760624,65.2455456638189
"37","ATL",1973,4.9320987654321,4.77777777777778,NA,NA,4.35714285714286,4.125,162,76,85,0.472049689440994,0.514934034144275,0.520861015392416,-0.0778218694885355,0.51717513005362,84.5686368666487
"38","ATL",1974,4.05521472392638,3.45398773006135,NA,NA,3.60606060606061,3.10344827586207,163,88,74,0.54320987654321,0.57484419295241,0.556976490041479,0.0986146636664937,0.572133872350698,91.9621594568903
"39","ATL",1975,3.62111801242236,4.59006211180124,NA,NA,3.22222222222222,4.16216216216216,161,67,94,0.416149068322981,0.39038433372485,0.403636690662375,-0.0290041594389425,0.388914368187547,63.3414750529972
"40","ATL",1976,3.82716049382716,4.32098765432099,NA,NA,3.28571428571429,3.67647058823529,162,70,92,0.432098765432099,0.443215548340204,0.457264813253214,-0.103070857972819,0.445091492645202,72.6878468432359
"41","ATL",1977,4.18518518518519,5.52469135802469,NA,NA,3.73076923076923,4.86363636363636,162,61,101,0.376543209876543,0.372396767847636,0.400261054658001,-0.206639039972374,0.37665375323197,62.5651630854343
"42","ATL",1978,3.7037037037037,4.62962962962963,NA,NA,3.39583333333333,4,162,69,93,0.425925925925926,0.396650074605325,0.437896014106309,-0.32175925925926,0.405157588517575,68.5784002155386
"43","ATL",1979,4.18125,4.76875,NA,NA,3.75,4.4,160,66,94,0.4125,0.438529639247756,0.439359125708539,0.0625000000000009,0.434739496683429,69.7427981767103
"44","ATL",1980,3.91304347826087,4.09937888198758,NA,NA,3.51282051282051,3.54054054054054,161,81,80,0.503105590062112,0.47815300418039,0.497003432949192,-0.158615376006681,0.482492612065303,77.8347884650544
"45","ATL",1981,3.69158878504673,3.88785046728972,NA,NA,3.15789473684211,3.48387096774194,107,50,56,0.471698113207547,0.475677338673894,0.462617383143705,0.129714548656839,0.470242959839019,48.9287946642096
"46","ATL",1982,4.56172839506173,4.33333333333333,NA,NA,4.14705882352941,4,162,89,73,0.549382716049383,0.524118733774039,0.513761226245952,0.0813362381989835,0.521144424817973,83.9297669727977
"47","ATL",1983,4.60493827160494,3.95061728395062,NA,NA,4.5,3.59090909090909,162,88,74,0.54320987654321,0.571525514545626,0.585196198500862,-0.254769921436588,0.58068872441983,93.3602226304423
"48","ATL",1984,3.90123456790123,4.04320987654321,NA,NA,3.68421052631579,3.525,162,80,82,0.493827160493827,0.483208454967322,0.516835263055271,-0.301185834957765,0.492446353139246,79.2326616423506
"49","ATL",1985,3.90123456790123,4.82098765432099,NA,NA,3.34090909090909,4.44444444444444,162,66,96,0.407407407407407,0.401815633109383,0.392875112982068,0.183782267115602,0.393340212378007,66.4387388774298
"50","ATL",1986,3.81987577639752,4.46583850931677,NA,NA,3.52830188679245,3.7741935483871,161,72,89,0.447204968944099,0.427102552568853,0.47433836126348,-0.40007107132461,0.438737707643686,70.8394746134016
"51","ATL",1987,4.63975155279503,5.14906832298137,NA,NA,4.16,4.81081081081081,161,69,92,0.428571428571429,0.451210724290463,0.44481219457199,0.141494040624475,0.444965381676771,68.692023303297
"52","ATL",1988,3.46875,4.63125,NA,NA,3.18181818181818,4.4375,160,54,106,0.3375,0.367421571097323,0.375835753590459,0.0931818181818187,0.361486775632772,59.0207480644335
"53","ATL",1989,3.62732919254658,4.22360248447205,NA,NA,3.2972972972973,3.7741935483871,161,63,97,0.39375,0.428965064305457,0.448681960048742,-0.119377040835666,0.431156501957419,69.5522082656941
"54","ATL",1990,4.20987654320988,5.0679012345679,NA,NA,3.44827586206897,4.65625,162,65,97,0.401234567901235,0.413704497862602,0.387460036903167,0.34994944657301,0.399808415307927,66.4327354509819
"55","ATL",1991,4.62345679012346,3.97530864197531,NA,NA,4.13333333333333,2.875,162,94,68,0.580246913580247,0.570504630990208,0.634972676157773,-0.610185185185186,0.591647294247171,94.0174237359275
"56","ATL",1992,4.20987654320988,3.51234567901235,NA,NA,3.66666666666667,3.04545454545455,162,98,64,0.604938271604938,0.584313465819237,0.570301960986718,0.0763187429854097,0.58250851476817,94.7751627177064
"57","ATL",1993,4.73456790123457,3.45061728395062,NA,NA,3.875,2.88461538461538,162,104,58,0.641975308641975,0.644424297518647,0.610662813257598,0.293566001899336,0.636191069776994,98.5460100842438
"58","ATL",1994,4.75438596491228,3.92982456140351,NA,NA,4.33333333333333,3.46153846153846,114,68,46,0.596491228070175,0.588563858520332,0.584808182779628,-0.0472334682860991,0.590996954165831,66.281205751168
"59","ATL",1995,4.47916666666667,3.75,NA,NA,4.03571428571429,3.29411764705882,144,90,54,0.625,0.582729220392075,0.576796442378496,-0.0124299719887953,0.583894341252642,85.5959780094762
"60","ATL",1996,4.77160493827161,4,NA,NA,4.39285714285714,3.28571428571429,162,96,66,0.592592592592593,0.582138203230444,0.608936234539932,-0.335537918871252,0.59419950882703,94.6627068765064
"61","ATL",1997,4.88271604938272,3.58641975308642,NA,NA,4.06666666666667,3.21875,162,101,61,0.623456790123457,0.641061907378424,0.588213040194283,0.44837962962963,0.627556458586392,100.184762639289
"62","ATL",1998,5.09876543209877,3.58641975308642,NA,NA,4.73333333333333,2.83333333333333,162,106,56,0.654320987654321,0.659566073264927,0.686234669928683,-0.387654320987654,0.674530166383336,108.207873704088
"63","ATL",1999,5.18518518518519,4.08024691358025,NA,NA,4.47619047619048,3.475,162,103,59,0.635802469135803,0.610750112611073,0.595340363947875,0.103747795414462,0.608432850639241,96.8574093421911
"64","ATL",2000,5,4.40740740740741,NA,NA,4.80769230769231,3.92857142857143,162,95,67,0.58641975308642,0.559005407723108,0.576385570723488,-0.286528286528287,0.569034507805643,92.6031623271323
"65","ATL",2001,4.5,3.96913580246914,NA,NA,3.75,3.47727272727273,162,88,74,0.54320987654321,0.558717036572745,0.528754799278955,0.258136924803591,0.550357574978835,87.0753236244105
"66","ATL",2002,4.39751552795031,3.50931677018634,NA,NA,3.85185185185185,2.92,161,101,59,0.63125,0.604462675966169,0.604050169200467,-0.0436530940878765,0.607024175840452,96.6249614783831
"67","ATL",2003,5.59876543209877,4.5679012345679,NA,NA,5.15,3.7,162,101,61,0.623456790123457,0.594476979148055,0.623457653558055,-0.419135802469135,0.609556263978016,98.0965582774835
"68","ATL",2004,4.95679012345679,4.12345679012346,NA,NA,4.5,3.61904761904762,162,96,66,0.592592592592593,0.585644784620636,0.582303920280621,-0.0476190476190466,0.588044342801258,94.584491204227
"69","ATL",2005,4.74691358024691,4.16049382716049,NA,NA,4.42,3.67647058823529,162,90,72,0.555555555555556,0.561649412867275,0.569761376441681,-0.157109658678285,0.567354083826252,92.352304412562
"70","ATL",2006,5.24074074074074,4.96913580246914,NA,NA,4.47727272727273,4.55882352941176,162,79,83,0.487654320987654,0.524987119639408,0.493118847573549,0.353155740410641,0.512853013864574,83.7890552807082
"71","ATL",2007,5,4.52469135802469,NA,NA,4.47222222222222,4.21052631578947,162,84,78,0.518518518518518,0.546802699772508,0.522971789611261,0.21361273554256,0.539747290142297,86.5894768267584
"72","ATL",2008,4.64814814814815,4.80246913580247,NA,NA,3.85,4.38,162,72,90,0.444444444444444,0.484656461734268,0.450987142637147,0.375679012345679,0.47107323118341,76.9649356673314
"73","ATL",2009,4.53703703703704,3.95679012345679,NA,NA,3.90625,3.43478260869565,162,86,76,0.530864197530864,0.563952800350197,0.54888018141291,0.1087795222759,0.560721082658596,88.6199684603363
"74","ATL",2010,4.55555555555556,3.88271604938272,NA,NA,3.89473684210526,3.25,162,91,71,0.561728395061728,0.5745402085054,0.568559001541505,0.0281026640675761,0.57420489840439,91.7713095489173
"75","ATL",2011,3.95679012345679,3.73456790123457,NA,NA,3.61904761904762,3.45652173913043,162,89,73,0.549382716049383,0.527135442057207,0.517510127730716,0.0596963423050374,0.524942834745606,86.9812813256375
"76","ATL",2012,4.32098765432099,3.7037037037037,NA,NA,3.79411764705882,3.30555555555556,162,94,68,0.580246913580247,0.571936638458783,0.552360359260352,0.128721859114016,0.56816277510851,90.0438369445943
"77","ATL",2013,4.24691358024691,3.38271604938272,NA,NA,3.65,3.26666666666667,162,96,66,0.592592592592593,0.605314080163078,0.542200729696784,0.480864197530865,0.59018496873776,93.8474259739674
"78","BAL",1970,4.88888888888889,3.54320987654321,NA,NA,4.3125,3.18181818181818,162,108,54,0.666666666666667,0.646830341795366,0.613888702053263,0.214997194163861,0.641282232431383,102.965094076918
"79","BAL",1971,4.69620253164557,3.35443037974684,NA,NA,4.23529411764706,2.70588235294118,158,101,57,0.639240506329114,0.653048582976801,0.66445727736827,-0.187639612807148,0.661175056067523,101.372719696037
"80","BAL",1972,3.37012987012987,2.79220779220779,NA,NA,2.775,2.39285714285714,154,80,74,0.519480519480519,0.587491900135783,0.556246570052719,0.195779220779221,0.581705655875872,86.9547214996958
"81","BAL",1973,4.65432098765432,3.46296296296296,NA,NA,4.41176470588235,3.26470588235294,162,97,65,0.598765432098765,0.635474061103866,0.612818264570943,0.0442992011619463,0.635528283188777,100.162410001891
"82","BAL",1974,4.0679012345679,3.77777777777778,NA,NA,3.88461538461538,3.425,162,91,71,0.561728395061728,0.534714393208772,0.54785982621882,-0.169491927825261,0.54038598903485,87.234043798876
"83","BAL",1975,4.28930817610063,3.47798742138365,NA,NA,3.41935483870968,3.27272727272727,159,90,69,0.566037735849057,0.597274050837291,0.516702891788225,0.664693188734577,0.575815374065911,89.3550773313612
"84","BAL",1976,3.82098765432099,3.69135802469136,NA,NA,3.56,3.38,162,88,74,0.54320987654321,0.516213546163909,0.519770305428478,-0.0503703703703704,0.517549926753074,84.0921787497446
"85","BAL",1977,4.46583850931677,4.05590062111801,NA,NA,4.46938775510204,3.40540540540541,161,97,64,0.602484472049689,0.545123255765127,0.602194762256013,-0.654044461497878,0.567325204899205,92.8865918354946
"86","BAL",1978,4.09316770186335,3.93167701863354,NA,NA,3.36363636363636,3.4,161,90,71,0.559006211180124,0.518906921552117,0.495900688432138,0.19785431959345,0.51191105864028,88.1169646468909
"87","BAL",1979,4.76100628930818,3.66037735849057,NA,NA,4.36,3.34146341463415,159,102,57,0.641509433962264,0.621085820581381,0.600065164392969,0.0820923454517555,0.61965490882536,96.7956423342098
"88","BAL",1980,4.96913580246914,3.95061728395062,NA,NA,4.525,3.53125,162,100,62,0.617283950617284,0.606149302073159,0.593424066124385,0.0247685185185187,0.606427388598238,97.3923703502855
"89","BAL",1981,4.08571428571429,4.16190476190476,NA,NA,3.66666666666667,3.61904761904762,105,59,46,0.561904761904762,0.491318409875057,0.504983446392456,-0.123809523809524,0.494707944053084,53.5436554124983
"90","BAL",1982,4.74846625766871,4.21472392638037,NA,NA,4.60975609756098,3.64864864864865,163,94,68,0.580246913580247,0.555799318819516,0.588208424825317,-0.427365117623983,0.570528768005294,92.1000226716096
"91","BAL",1983,4.9320987654321,4.02469135802469,NA,NA,4.40625,3.56666666666667,162,98,64,0.604938271604938,0.594397277144749,0.579900725343199,0.0678240740740748,0.593039222601399,96.1801106752885
"92","BAL",1984,4.2037037037037,4.11728395061728,NA,NA,3.64285714285714,3.65625,162,85,77,0.524691358024691,0.50976016290453,0.498600953109671,0.099812610229276,0.505917280561441,83.2259926289399
"93","BAL",1985,5.08074534161491,4.74534161490683,NA,NA,4.36363636363636,4.45945945945946,161,83,78,0.515527950310559,0.53204930873275,0.49171951093796,0.431226822531171,0.51740004226068,84.8536859024148
"94","BAL",1986,4.37037037037037,4.69135802469136,NA,NA,3.70588235294118,4.46153846153846,162,73,89,0.450617283950617,0.466743553533232,0.42972066594133,0.434668454276297,0.450864548241596,73.3765822147996
"95","BAL",1987,4.5,5.4320987654321,NA,NA,3.85294117647059,5.47058823529412,162,67,95,0.41358024691358,0.412449108741875,0.369450493667289,0.68554829339143,0.387205719337768,64.7322871115233
"96","BAL",1988,3.41614906832298,4.90062111801242,NA,NA,2.92,4.30769230769231,161,54,107,0.335403726708075,0.336643965868231,0.35596187220169,-0.0967797419971337,0.3366995889536,56.180606081398
"97","BAL",1989,4.37037037037037,4.23456790123457,NA,NA,4.23333333333333,3.66666666666667,162,87,75,0.537037037037037,0.514829518607506,0.554568655058402,-0.430864197530865,0.528984870712928,83.3106976002604
"98","BAL",1990,4.15527950310559,4.33540372670807,NA,NA,3.42553191489362,3.84848484848485,161,76,85,0.472049689440994,0.480069281972551,0.455731108809034,0.242828709988747,0.470891824276763,76.8658779033936
"99","BAL",1991,4.23456790123457,4.91358024691358,NA,NA,3.8,4.375,162,67,95,0.41358024691358,0.430563644713001,0.446486826607231,-0.104012345679012,0.432262631356861,70.4896319765979
"100","BAL",1992,4.35185185185185,4.04938271604938,NA,NA,3.68421052631579,3.63888888888889,162,89,73,0.549382716049383,0.53380035922454,0.504718812610108,0.257147498375568,0.525056360183126,88.0291174720568
"101","BAL",1993,4.85185185185185,4.59876543209877,NA,NA,4.58823529411765,3.9,162,85,77,0.524691358024691,0.525153835361641,0.561643651448602,-0.435148874364561,0.539629770816626,86.6008179344249
"102","BAL",1994,5.25892857142857,4.4375,NA,NA,4.75,4.41666666666667,112,63,49,0.5625,0.579139260956634,0.527710414736013,0.488095238095238,0.563352610785713,63.6901760023092
"103","BAL",1995,4.88888888888889,4.44444444444444,NA,NA,4.39285714285714,4.3125,144,71,73,0.493055555555556,0.544669216593748,0.507038027549851,0.364087301587301,0.532499105172825,77.5089486343994
"104","BAL",1996,5.82208588957055,5.5398773006135,NA,NA,5.28571428571429,4.6,163,88,74,0.54320987654321,0.523331847936116,0.552776647598977,-0.403505696757231,0.536708744884828,84.3796820761
"105","BAL",1997,5.01234567901235,4.2037037037037,NA,NA,4.425,3.44,162,98,64,0.604938271604938,0.581932283986806,0.59483362506388,-0.176358024691358,0.588617568451118,95.1900536399489
"106","BAL",1998,5.04320987654321,4.84567901234568,NA,NA,4.57142857142857,4.1,162,79,83,0.487654320987654,0.518767206907477,0.541398795067734,-0.273897707231041,0.527691744242198,85.2818013088131
"107","BAL",1999,5.25308641975309,5.03086419753086,NA,NA,5.04166666666667,4.53333333333333,162,78,84,0.481481481481481,0.520300875846093,0.540429517101732,-0.286111111111111,0.529663791063828,84.2211356659419
"108","BAL",2000,4.90123456790123,5.6358024691358,NA,NA,4.29411764705882,5,162,74,88,0.45679012345679,0.434748119134857,0.442237310435731,-0.0286855482933914,0.433973333867862,71.6442260667053
"109","BAL",2001,4.24074074074074,5.11728395061728,NA,NA,4.07692307692308,4.83333333333333,162,63,98,0.391304347826087,0.412614158005124,0.435476957053953,-0.120132953466287,0.414567108190464,66.1608406541168
"110","BAL",2002,4.11728395061728,4.77160493827161,NA,NA,3.52083333333333,4.42857142857143,162,67,95,0.41358024691358,0.431131773982057,0.413432107065274,0.253417107583775,0.420775948912067,66.7271853884085
"111","BAL",2003,4.55828220858896,5.03067484662577,NA,NA,4.33333333333333,4.57142857142857,163,71,91,0.438271604938272,0.453793717224036,0.479619227407399,-0.234297399941572,0.460275553002789,73.885850707942
"112","BAL",2004,5.19753086419753,5.12345679012346,NA,NA,4.5,4.52941176470588,162,78,84,0.481481481481481,0.506745040493465,0.497516357931714,0.103485838779957,0.502726633791439,82.7367693098607
"113","BAL",2005,4.5,4.93827160493827,NA,NA,4.14285714285714,4.57142857142857,162,74,88,0.45679012345679,0.45643685313703,0.462540942895697,-0.00970017636684339,0.455382389270431,74.9452357830679
"114","BAL",2006,4.74074074074074,5.54938271604938,NA,NA,4.36842105263158,5.13636363636364,162,70,92,0.432098765432099,0.426525794813246,0.438572314084697,-0.0406993915765845,0.426021882740983,68.4835843925592
"115","BAL",2007,4.66666666666667,5.35802469135802,NA,NA,4.38235294117647,4.57142857142857,162,69,93,0.425925925925926,0.4354420900152,0.483901963036868,-0.502282394439257,0.450663780990382,75.1897325455645
"116","BAL",2008,4.85714285714286,5.39751552795031,NA,NA,4.48484848484848,5.04,161,68,93,0.422360248447205,0.45059016195206,0.455625726644332,0.014778844344062,0.448611378375455,71.8443309140763
"117","BAL",2009,4.57407407407407,5.40740740740741,NA,NA,4.21428571428571,4.78125,162,64,98,0.395061728395062,0.421993106438066,0.452027079616027,-0.266369047619047,0.429032522718867,68.0529693857119
"118","BAL",2010,3.78395061728395,4.84567901234568,NA,NA,3.475,4.42857142857143,162,66,96,0.407407407407407,0.385827597901444,0.408594895474575,-0.108156966490299,0.386960051503807,60.7176987773377
"119","BAL",2011,4.37037037037037,5.30864197530864,NA,NA,4.26470588235294,4.65625,162,69,93,0.425925925925926,0.409609578203241,0.466562856972255,-0.546727487291212,0.42591336551923,69.8143612888174
"120","BAL",2012,4.39506172839506,4.35185185185185,NA,NA,3.86363636363636,3.67857142857143,162,93,69,0.574074074074074,0.504642775867518,0.518704217384627,-0.141855058521726,0.508869273459635,84.5369761350605
"121","BAL",2013,4.59876543209877,4.37654320987654,NA,NA,4.26315789473684,3.67857142857143,162,85,77,0.524691358024691,0.523257970400143,0.55599174379277,-0.362364243943191,0.535244985222722,86.8475122557329
"122","BOS",1970,4.85185185185185,4.45679012345679,NA,NA,4.52272727272727,3.63157894736842,162,87,75,0.537037037037037,0.539826948366768,0.582890277158167,-0.49608659696379,0.556608287436628,90.6520947947985
"123","BOS",1971,4.26543209876543,4.11728395061728,NA,NA,3.67647058823529,3.59375,162,85,77,0.524691358024691,0.516605632452662,0.508675022373342,0.0654275599128544,0.514040241067725,82.643574802849
"124","BOS",1972,4.12903225806452,4,NA,NA,3.62790697674419,3.42857142857143,155,85,70,0.548387096774194,0.514915078364232,0.521531438568255,-0.0703032901082414,0.516902080253101,80.1222107853592
"125","BOS",1973,4.55555555555556,3.99382716049383,NA,NA,3.80769230769231,3.525,162,89,73,0.549382716049383,0.561527545767887,0.529376144476154,0.27903608736942,0.552509218602389,87.4198072779706
"126","BOS",1974,4.2962962962963,4.08024691358025,NA,NA,3.81818181818182,3.5,162,84,78,0.518518518518518,0.524227175025793,0.533123705978986,-0.102132435465768,0.527447227087606,83.7342856527627
"127","BOS",1975,4.975,4.43125,NA,NA,4.61538461538461,3.77777777777778,160,95,65,0.59375,0.554177297579399,0.575759135213874,-0.293856837606838,0.564373515140736,89.2667940264546
"128","BOS",1976,4.41975308641975,4.07407407407407,NA,NA,4.1,3.78125,162,83,79,0.512345679012346,0.538196278526502,0.530815604316089,0.0269290123456791,0.537297046351137,84.9754261643975
"129","BOS",1977,5.33540372670807,4.42236024844721,NA,NA,4.90476190476191,3.91304347826087,161,97,64,0.602484472049689,0.587297070078264,0.585277300311986,-0.0786749482401667,0.590771218537569,95.1086916154921
"130","BOS",1978,4.88343558282209,4.03067484662577,NA,NA,4.51063829787234,3.55813953488372,163,99,64,0.607361963190184,0.589220253390186,0.589457371608152,-0.0997380267923003,0.593435942110696,96.9205378778118
"131","BOS",1979,5.25625,4.44375,NA,NA,4.57692307692308,4.1,160,91,69,0.56875,0.578260766658776,0.541853568040379,0.335576923076923,0.567607783864129,89.9496653994331
"132","BOS",1980,4.73125,4.79375,NA,NA,4.47619047619048,4,160,83,77,0.51875,0.493833230417319,0.542776376682038,-0.538690476190476,0.511269005856386,83.6489962838734
"133","BOS",1981,4.80555555555556,4.4537037037037,NA,NA,4.55,4.40909090909091,108,59,49,0.546296296296296,0.53567079737161,0.511991044703242,0.210942760942761,0.528517974104758,58.4934103206375
"134","BOS",1982,4.64814814814815,4.40123456790123,NA,NA,4.425,4.03333333333333,162,89,73,0.549382716049383,0.525627813633049,0.53527360820719,-0.144753086419753,0.53031024369279,86.2693921923654
"135","BOS",1983,4.46913580246914,4.78395061728395,NA,NA,4.15,4.28947368421053,162,78,84,0.481481481481481,0.468055013468122,0.487400482280401,-0.175341130604289,0.472787543155766,76.4760233474536
"136","BOS",1984,5,4.71604938271605,NA,NA,4.42105263157895,4.38235294117647,162,86,76,0.530864197530864,0.527447226440654,0.503351833915608,0.245250926881474,0.518996996986833,84.1031794722744
"137","BOS",1985,4.9079754601227,4.41717791411043,NA,NA,4.57575757575758,4.33333333333333,163,81,81,0.5,0.549350335269309,0.520741015070337,0.248373303588027,0.541164357285115,87.5781949200731
"138","BOS",1986,4.93167701863354,4.32298136645963,NA,NA,4.54545454545455,3.80952380952381,161,95,66,0.590062111801242,0.561590612140875,0.566931954881707,-0.127235083756823,0.566285971356156,88.3544520095997
"139","BOS",1987,5.19753086419753,5.09259259259259,NA,NA,4.69230769230769,4.5,162,78,84,0.481481481481481,0.509583709963801,0.515948415556093,-0.0873694207027542,0.512055662323713,82.9469331392905
